text,cleaned_text,created_at,user,vader_compound,vader_pos,vader_neu,vader_neg,textblob_polarity,textblob_subjectivity
ETH breaking key support levels. Be careful!,ETH breaking key support levels. Be careful!,2025-05-20 23:25:06+00:00,crypto_user_6551,0.0,0.5,0.0,0.5,0.0,0.5
Comparing ETH to other cryptocurrencies. Mixed results.,Comparing ETH to other cryptocurrencies. Mixed results.,2025-04-20 06:11:56+00:00,crypto_user_7111,0.0,0.5,1.0,0.5,0.0,0.5
New ETH update announced. Impact on price unclear.,New ETH update announced. Impact on price unclear.,2025-05-02 00:23:30+00:00,crypto_user_2271,0.0,0.5,1.0,0.5,0.0,0.5
The ETH market is maturing. Expect less volatility.,The ETH market is maturing. Expect less volatility.,2025-05-15 12:17:36+00:00,crypto_user_2036,0.0,0.5,1.0,0.5,0.0,0.5
The ETH market is maturing. Expect less volatility.,The ETH market is maturing. Expect less volatility.,2025-05-01 01:35:28+00:00,crypto_user_2974,0.0,0.5,1.0,0.5,0.0,0.5
Analyzing ETH on-chain metrics. Data is inconclusive.,Analyzing ETH on-chain metrics. Data is inconclusive.,2025-05-03 01:15:54+00:00,crypto_user_6946,0.0,0.5,1.0,0.5,0.0,0.5
Whales dumping ETH. Price manipulation is real.,Whales dumping ETH. Price manipulation is real.,2025-04-30 04:24:07+00:00,crypto_user_4370,-1.0,0.0,0.0,1.0,-1.0,0.5
New ETH update announced. Impact on price unclear.,New ETH update announced. Impact on price unclear.,2025-04-07 05:30:33+00:00,crypto_user_6934,0.0,0.5,1.0,0.5,0.0,0.5
Comparing ETH to other cryptocurrencies. Mixed results.,Comparing ETH to other cryptocurrencies. Mixed results.,2025-04-14 12:26:12+00:00,crypto_user_8810,0.0,0.5,1.0,0.5,0.0,0.5
Just sold my ETH. Too much volatility for me.,Just sold my ETH. Too much volatility for me.,2025-04-20 13:51:57+00:00,crypto_user_9885,-1.0,0.0,0.0,1.0,-1.0,0.5
Fundamentals don't support current ETH valuation. Overpriced!,Fundamentals don't support current ETH valuation. Overpriced!,2025-05-15 07:37:33+00:00,crypto_user_6019,0.0,0.5,0.0,0.5,0.0,0.5
ETH volatility has decreased recently. Consolidation phase?,ETH volatility has decreased recently. Consolidation phase?,2025-04-02 21:35:18+00:00,crypto_user_8761,0.0,0.5,1.0,0.5,0.0,0.5
ETH breaking key support levels. Be careful!,ETH breaking key support levels. Be careful!,2025-05-25 00:35:12+00:00,crypto_user_9663,0.0,0.5,0.0,0.5,0.0,0.5
Analyzing ETH on-chain metrics. Data is inconclusive.,Analyzing ETH on-chain metrics. Data is inconclusive.,2025-05-11 22:04:13+00:00,crypto_user_4434,0.0,0.5,1.0,0.5,0.0,0.5
Technical indicators show ETH is overbought. Correction incoming.,Technical indicators show ETH is overbought. Correction incoming.,2025-05-08 10:37:12+00:00,crypto_user_3893,-1.0,0.0,0.0,1.0,-1.0,0.5
Whales dumping ETH. Price manipulation is real.,Whales dumping ETH. Price manipulation is real.,2025-04-22 11:19:01+00:00,crypto_user_5097,-1.0,0.0,0.0,1.0,-1.0,0.5
The ETH bubble is about to burst. Get out while you can!,The ETH bubble is about to burst. Get out while you can!,2025-05-05 12:50:40+00:00,crypto_user_5832,-1.0,0.0,0.0,1.0,-1.0,0.5
Institutional adoption of ETH is increasing. Bullish!,Institutional adoption of ETH is increasing. Bullish!,2025-04-09 17:11:23+00:00,crypto_user_1718,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the ETH ecosystem.,Interesting developments in the ETH ecosystem.,2025-05-17 09:10:45+00:00,crypto_user_4362,0.0,0.5,1.0,0.5,0.0,0.5
Just bought more ETH! Expecting a rally to ${price},Just bought more ETH! Expecting a rally to ${price},2025-05-28 22:55:00+00:00,crypto_user_7626,1.0,1.0,0.0,0.0,1.0,0.5
Monitoring ETH price action. No clear direction yet.,Monitoring ETH price action. No clear direction yet.,2025-05-08 20:18:20+00:00,crypto_user_8781,0.0,0.5,1.0,0.5,0.0,0.5
Monitoring ETH price action. No clear direction yet.,Monitoring ETH price action. No clear direction yet.,2025-05-11 09:49:04+00:00,crypto_user_8175,0.0,0.5,1.0,0.5,0.0,0.5
New ETH update announced. Impact on price unclear.,New ETH update announced. Impact on price unclear.,2025-04-29 14:26:00+00:00,crypto_user_2679,0.0,0.5,1.0,0.5,0.0,0.5
This ETH rally is just getting started! 🚀,This ETH rally is just getting started! 🚀,2025-05-10 17:52:20+00:00,crypto_user_8548,1.0,1.0,0.0,0.0,1.0,0.5
ETH looking bullish today! Price target ${price},ETH looking bullish today! Price target ${price},2025-05-30 04:23:02+00:00,crypto_user_2039,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the ETH ecosystem.,Interesting developments in the ETH ecosystem.,2025-05-06 03:29:20+00:00,crypto_user_1623,0.0,0.5,1.0,0.5,0.0,0.5
ETH looking bullish today! Price target ${price},ETH looking bullish today! Price target ${price},2025-05-09 20:32:22+00:00,crypto_user_6563,1.0,1.0,0.0,0.0,1.0,0.5
ETH volume declining. Not a good sign.,ETH volume declining. Not a good sign.,2025-03-31 22:02:49+00:00,crypto_user_6047,-1.0,0.0,0.0,1.0,-1.0,0.5
Just sold my ETH. Too much volatility for me.,Just sold my ETH. Too much volatility for me.,2025-04-19 16:52:58+00:00,crypto_user_4409,-1.0,0.0,0.0,1.0,-1.0,0.5
Whales dumping ETH. Price manipulation is real.,Whales dumping ETH. Price manipulation is real.,2025-04-05 17:17:31+00:00,crypto_user_2794,-1.0,0.0,0.0,1.0,-1.0,0.5
Fundamentals don't support current ETH valuation. Overpriced!,Fundamentals don't support current ETH valuation. Overpriced!,2025-05-06 22:05:17+00:00,crypto_user_8046,0.0,0.5,0.0,0.5,0.0,0.5
ETH looking bullish today! Price target ${price},ETH looking bullish today! Price target ${price},2025-04-28 02:13:53+00:00,crypto_user_5357,1.0,1.0,0.0,0.0,1.0,0.5
ETH breaking key support levels. Be careful!,ETH breaking key support levels. Be careful!,2025-05-05 06:38:03+00:00,crypto_user_7424,0.0,0.5,0.0,0.5,0.0,0.5
ETH looking bearish. Might drop to ${price},ETH looking bearish. Might drop to ${price},2025-05-13 13:40:19+00:00,crypto_user_9423,-1.0,0.0,0.0,1.0,-1.0,0.5
Institutional adoption of ETH is increasing. Bullish!,Institutional adoption of ETH is increasing. Bullish!,2025-05-22 12:37:16+00:00,crypto_user_3816,1.0,1.0,0.0,0.0,1.0,0.5
The ETH bubble is about to burst. Get out while you can!,The ETH bubble is about to burst. Get out while you can!,2025-04-03 19:02:49+00:00,crypto_user_3518,-1.0,0.0,0.0,1.0,-1.0,0.5
Comparing ETH to other cryptocurrencies. Mixed results.,Comparing ETH to other cryptocurrencies. Mixed results.,2025-05-01 12:22:31+00:00,crypto_user_1187,0.0,0.5,1.0,0.5,0.0,0.5
New ETH update announced. Impact on price unclear.,New ETH update announced. Impact on price unclear.,2025-04-11 08:02:49+00:00,crypto_user_8789,0.0,0.5,1.0,0.5,0.0,0.5
Historical ETH patterns suggest we're in uncharted territory.,Historical ETH patterns suggest we're in uncharted territory.,2025-05-18 15:00:20+00:00,crypto_user_4812,0.0,0.5,1.0,0.5,0.0,0.5
What's your price prediction for ETH this month?,What's your price prediction for ETH this month?,2025-05-19 12:50:27+00:00,crypto_user_4544,0.0,0.5,1.0,0.5,0.0,0.5
The ETH ecosystem is growing rapidly. Very optimistic!,The ETH ecosystem is growing rapidly. Very optimistic!,2025-04-29 16:02:32+00:00,crypto_user_6916,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the ETH ecosystem.,Interesting developments in the ETH ecosystem.,2025-05-27 19:36:09+00:00,crypto_user_7487,0.0,0.5,1.0,0.5,0.0,0.5
Just bought more ETH! Expecting a rally to ${price},Just bought more ETH! Expecting a rally to ${price},2025-05-24 15:35:54+00:00,crypto_user_1374,1.0,1.0,0.0,0.0,1.0,0.5
The ETH bubble is about to burst. Get out while you can!,The ETH bubble is about to burst. Get out while you can!,2025-05-24 23:36:02+00:00,crypto_user_1471,-1.0,0.0,0.0,1.0,-1.0,0.5
Institutional adoption of ETH is increasing. Bullish!,Institutional adoption of ETH is increasing. Bullish!,2025-04-05 21:02:05+00:00,crypto_user_1324,1.0,1.0,0.0,0.0,1.0,0.5
This ETH rally is just getting started! 🚀,This ETH rally is just getting started! 🚀,2025-04-23 01:00:05+00:00,crypto_user_1360,1.0,1.0,0.0,0.0,1.0,0.5
ETH fundamentals are stronger than ever. Buy the dip!,ETH fundamentals are stronger than ever. Buy the dip!,2025-05-25 09:21:14+00:00,crypto_user_3060,1.0,1.0,0.0,0.0,1.0,0.5
What's your price prediction for ETH this month?,What's your price prediction for ETH this month?,2025-04-29 18:17:25+00:00,crypto_user_9628,0.0,0.5,1.0,0.5,0.0,0.5
Accumulating ETH at these levels is a no-brainer.,Accumulating ETH at these levels is a no-brainer.,2025-04-12 06:58:09+00:00,crypto_user_3374,1.0,1.0,0.0,0.0,1.0,0.5
