text,cleaned_text,created_at,user,vader_compound,vader_pos,vader_neu,vader_neg,textblob_polarity,textblob_subjectivity
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-05-10 04:53:51+00:00,crypto_user_1907,1.0,1.0,0.0,0.0,1.0,0.5
XRP trading sideways today. Waiting for a breakout.,XRP trading sideways today. Waiting for a breakout.,2025-05-19 16:23:50+00:00,crypto_user_9104,0.0,0.5,1.0,0.5,0.0,0.5
Technical indicators show XRP is overbought. Correction incoming.,Technical indicators show XRP is overbought. Correction incoming.,2025-05-13 18:16:56+00:00,crypto_user_2784,-1.0,0.0,0.0,1.0,-1.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-04-28 18:17:15+00:00,crypto_user_8931,0.0,0.5,1.0,0.5,0.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-04-16 21:43:23+00:00,crypto_user_9309,0.0,0.5,1.0,0.5,0.0,0.5
The XRP ecosystem is growing rapidly. Very optimistic!,The XRP ecosystem is growing rapidly. Very optimistic!,2025-05-27 15:43:37+00:00,crypto_user_5120,1.0,1.0,0.0,0.0,1.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-04-13 16:12:31+00:00,crypto_user_5286,1.0,1.0,0.0,0.0,1.0,0.5
XRP technical analysis shows strong support. Hodl!,XRP technical analysis shows strong support. Hodl!,2025-05-08 07:38:05+00:00,crypto_user_4186,1.0,1.0,0.0,0.0,1.0,0.5
The XRP ecosystem is growing rapidly. Very optimistic!,The XRP ecosystem is growing rapidly. Very optimistic!,2025-05-16 02:14:06+00:00,crypto_user_5023,1.0,1.0,0.0,0.0,1.0,0.5
XRP volume declining. Not a good sign.,XRP volume declining. Not a good sign.,2025-04-19 20:07:14+00:00,crypto_user_9909,-1.0,0.0,0.0,1.0,-1.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-05-04 13:51:19+00:00,crypto_user_8868,0.0,0.5,1.0,0.5,0.0,0.5
Analyzing XRP on-chain metrics. Data is inconclusive.,Analyzing XRP on-chain metrics. Data is inconclusive.,2025-04-20 20:31:53+00:00,crypto_user_6499,0.0,0.5,1.0,0.5,0.0,0.5
The XRP market is maturing. Expect less volatility.,The XRP market is maturing. Expect less volatility.,2025-05-25 10:35:42+00:00,crypto_user_4795,0.0,0.5,1.0,0.5,0.0,0.5
The future is bright for XRP. New ATH coming soon!,The future is bright for XRP. New ATH coming soon!,2025-04-16 02:27:10+00:00,crypto_user_7892,1.0,1.0,0.0,0.0,1.0,0.5
Long-term XRP holders will be rewarded. Patience pays!,Long-term XRP holders will be rewarded. Patience pays!,2025-05-05 23:59:28+00:00,crypto_user_5449,1.0,1.0,0.0,0.0,1.0,0.5
This XRP rally is just getting started! 🚀,This XRP rally is just getting started! 🚀,2025-04-13 04:39:43+00:00,crypto_user_1718,1.0,1.0,0.0,0.0,1.0,0.5
The future is bright for XRP. New ATH coming soon!,The future is bright for XRP. New ATH coming soon!,2025-04-25 12:58:26+00:00,crypto_user_7119,1.0,1.0,0.0,0.0,1.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-05-18 01:11:02+00:00,crypto_user_7948,1.0,1.0,0.0,0.0,1.0,0.5
Regulatory concerns for XRP are mounting. Proceed with caution.,Regulatory concerns for XRP are mounting. Proceed with caution.,2025-04-09 04:31:17+00:00,crypto_user_4151,-1.0,0.0,0.0,1.0,-1.0,0.5
Analyzing XRP on-chain metrics. Data is inconclusive.,Analyzing XRP on-chain metrics. Data is inconclusive.,2025-05-09 07:50:03+00:00,crypto_user_7869,0.0,0.5,1.0,0.5,0.0,0.5
The XRP ecosystem is growing rapidly. Very optimistic!,The XRP ecosystem is growing rapidly. Very optimistic!,2025-04-14 02:57:39+00:00,crypto_user_3047,1.0,1.0,0.0,0.0,1.0,0.5
Technical indicators show XRP is overbought. Correction incoming.,Technical indicators show XRP is overbought. Correction incoming.,2025-05-16 14:05:24+00:00,crypto_user_2161,-1.0,0.0,0.0,1.0,-1.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-04-04 17:52:57+00:00,crypto_user_2349,0.0,0.5,1.0,0.5,0.0,0.5
Regulatory concerns for XRP are mounting. Proceed with caution.,Regulatory concerns for XRP are mounting. Proceed with caution.,2025-05-11 05:36:37+00:00,crypto_user_7087,-1.0,0.0,0.0,1.0,-1.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-04-04 01:36:16+00:00,crypto_user_7557,0.0,0.5,1.0,0.5,0.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-04-18 11:18:02+00:00,crypto_user_9326,0.0,0.5,1.0,0.5,0.0,0.5
Interesting developments in the XRP ecosystem.,Interesting developments in the XRP ecosystem.,2025-05-22 10:19:33+00:00,crypto_user_3894,0.0,0.5,1.0,0.5,0.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-05-28 10:25:05+00:00,crypto_user_3373,-1.0,0.0,0.0,1.0,-1.0,0.5
Analyzing XRP on-chain metrics. Data is inconclusive.,Analyzing XRP on-chain metrics. Data is inconclusive.,2025-04-21 02:03:05+00:00,crypto_user_8294,0.0,0.5,1.0,0.5,0.0,0.5
Institutional adoption of XRP is increasing. Bullish!,Institutional adoption of XRP is increasing. Bullish!,2025-04-24 11:07:42+00:00,crypto_user_8136,1.0,1.0,0.0,0.0,1.0,0.5
The XRP market is maturing. Expect less volatility.,The XRP market is maturing. Expect less volatility.,2025-05-23 14:34:09+00:00,crypto_user_4108,0.0,0.5,1.0,0.5,0.0,0.5
Just bought more XRP! Expecting a rally to ${price},Just bought more XRP! Expecting a rally to ${price},2025-04-17 03:53:50+00:00,crypto_user_2280,1.0,1.0,0.0,0.0,1.0,0.5
Regulatory concerns for XRP are mounting. Proceed with caution.,Regulatory concerns for XRP are mounting. Proceed with caution.,2025-05-18 20:39:31+00:00,crypto_user_2671,-1.0,0.0,0.0,1.0,-1.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-24 12:34:19+00:00,crypto_user_1092,0.0,0.5,1.0,0.5,0.0,0.5
Just bought more XRP! Expecting a rally to ${price},Just bought more XRP! Expecting a rally to ${price},2025-05-19 22:11:23+00:00,crypto_user_9595,1.0,1.0,0.0,0.0,1.0,0.5
Regulatory concerns for XRP are mounting. Proceed with caution.,Regulatory concerns for XRP are mounting. Proceed with caution.,2025-05-27 04:02:04+00:00,crypto_user_5207,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP technical analysis shows strong support. Hodl!,XRP technical analysis shows strong support. Hodl!,2025-05-25 01:12:32+00:00,crypto_user_9474,1.0,1.0,0.0,0.0,1.0,0.5
XRP looking bearish. Might drop to ${price},XRP looking bearish. Might drop to ${price},2025-05-19 20:02:31+00:00,crypto_user_9469,-1.0,0.0,0.0,1.0,-1.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-05-15 01:21:45+00:00,crypto_user_9624,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP trading sideways today. Waiting for a breakout.,XRP trading sideways today. Waiting for a breakout.,2025-04-12 15:39:20+00:00,crypto_user_1801,0.0,0.5,1.0,0.5,0.0,0.5
Accumulating XRP at these levels is a no-brainer.,Accumulating XRP at these levels is a no-brainer.,2025-04-11 19:04:43+00:00,crypto_user_8996,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the XRP ecosystem.,Interesting developments in the XRP ecosystem.,2025-04-02 22:56:51+00:00,crypto_user_8776,0.0,0.5,1.0,0.5,0.0,0.5
XRP trading sideways today. Waiting for a breakout.,XRP trading sideways today. Waiting for a breakout.,2025-03-31 15:03:28+00:00,crypto_user_2154,0.0,0.5,1.0,0.5,0.0,0.5
Interesting developments in the XRP ecosystem.,Interesting developments in the XRP ecosystem.,2025-05-04 06:44:20+00:00,crypto_user_3856,0.0,0.5,1.0,0.5,0.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-04-07 17:02:30+00:00,crypto_user_8429,1.0,1.0,0.0,0.0,1.0,0.5
XRP technical analysis shows strong support. Hodl!,XRP technical analysis shows strong support. Hodl!,2025-05-11 16:44:12+00:00,crypto_user_8617,1.0,1.0,0.0,0.0,1.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-05-26 14:00:31+00:00,crypto_user_8005,0.0,0.5,1.0,0.5,0.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-18 03:08:21+00:00,crypto_user_7446,0.0,0.5,1.0,0.5,0.0,0.5
The future is bright for XRP. New ATH coming soon!,The future is bright for XRP. New ATH coming soon!,2025-05-30 11:07:07+00:00,crypto_user_1727,1.0,1.0,0.0,0.0,1.0,0.5
