text,cleaned_text,created_at,user,vader_compound,vader_pos,vader_neu,vader_neg,textblob_polarity,textblob_subjectivity
Fundamentals don't support current BTC valuation. Overpriced!,Fundamentals don't support current BTC valuation. Overpriced!,2025-04-05 04:23:52+00:00,crypto_user_5327,0.0,0.5,0.0,0.5,0.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-06 04:15:26+00:00,crypto_user_1535,0.0,0.5,1.0,0.5,0.0,0.5
The BTC rally was just a dead cat bounce. More downside ahead.,The BTC rally was just a dead cat bounce. More downside ahead.,2025-05-15 23:59:30+00:00,crypto_user_7940,0.0,0.5,0.0,0.5,0.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-04-10 11:28:03+00:00,crypto_user_8552,0.0,0.5,1.0,0.5,0.0,0.5
BTC looking bullish today! Price target ${price},BTC looking bullish today! Price target ${price},2025-04-15 03:49:46+00:00,crypto_user_1920,1.0,1.0,0.0,0.0,1.0,0.5
Accumulating BTC at these levels is a no-brainer.,Accumulating BTC at these levels is a no-brainer.,2025-04-19 00:48:40+00:00,crypto_user_8046,1.0,1.0,0.0,0.0,1.0,0.5
Historical BTC patterns suggest we're in uncharted territory.,Historical BTC patterns suggest we're in uncharted territory.,2025-05-12 02:12:58+00:00,crypto_user_2351,0.0,0.5,1.0,0.5,0.0,0.5
New BTC update announced. Impact on price unclear.,New BTC update announced. Impact on price unclear.,2025-05-03 01:43:32+00:00,crypto_user_5195,0.0,0.5,1.0,0.5,0.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-04-27 06:10:56+00:00,crypto_user_3747,1.0,1.0,0.0,0.0,1.0,0.5
BTC fundamentals are stronger than ever. Buy the dip!,BTC fundamentals are stronger than ever. Buy the dip!,2025-05-21 06:08:47+00:00,crypto_user_6459,1.0,1.0,0.0,0.0,1.0,0.5
BTC technical analysis shows strong support. Hodl!,BTC technical analysis shows strong support. Hodl!,2025-05-11 09:39:50+00:00,crypto_user_6487,1.0,1.0,0.0,0.0,1.0,0.5
Historical BTC patterns suggest we're in uncharted territory.,Historical BTC patterns suggest we're in uncharted territory.,2025-04-21 12:21:23+00:00,crypto_user_3051,0.0,0.5,1.0,0.5,0.0,0.5
Historical BTC patterns suggest we're in uncharted territory.,Historical BTC patterns suggest we're in uncharted territory.,2025-04-22 23:54:29+00:00,crypto_user_1957,0.0,0.5,1.0,0.5,0.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-05-09 11:14:31+00:00,crypto_user_5458,1.0,1.0,0.0,0.0,1.0,0.5
New BTC update announced. Impact on price unclear.,New BTC update announced. Impact on price unclear.,2025-04-09 22:19:58+00:00,crypto_user_6053,0.0,0.5,1.0,0.5,0.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-05-06 06:01:01+00:00,crypto_user_6755,0.0,0.5,1.0,0.5,0.0,0.5
What's your price prediction for BTC this month?,What's your price prediction for BTC this month?,2025-05-17 14:33:19+00:00,crypto_user_3706,0.0,0.5,1.0,0.5,0.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-04-07 23:23:28+00:00,crypto_user_7660,1.0,1.0,0.0,0.0,1.0,0.5
The BTC ecosystem is growing rapidly. Very optimistic!,The BTC ecosystem is growing rapidly. Very optimistic!,2025-04-12 19:10:49+00:00,crypto_user_9596,1.0,1.0,0.0,0.0,1.0,0.5
BTC looking bullish today! Price target ${price},BTC looking bullish today! Price target ${price},2025-05-07 22:27:55+00:00,crypto_user_4800,1.0,1.0,0.0,0.0,1.0,0.5
BTC technical analysis shows strong support. Hodl!,BTC technical analysis shows strong support. Hodl!,2025-05-19 01:43:01+00:00,crypto_user_2750,1.0,1.0,0.0,0.0,1.0,0.5
Monitoring BTC price action. No clear direction yet.,Monitoring BTC price action. No clear direction yet.,2025-04-14 12:35:34+00:00,crypto_user_5117,0.0,0.5,1.0,0.5,0.0,0.5
Just bought more BTC! Expecting a rally to ${price},Just bought more BTC! Expecting a rally to ${price},2025-05-23 17:55:05+00:00,crypto_user_9012,1.0,1.0,0.0,0.0,1.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-05-20 12:16:43+00:00,crypto_user_2906,1.0,1.0,0.0,0.0,1.0,0.5
Whales dumping BTC. Price manipulation is real.,Whales dumping BTC. Price manipulation is real.,2025-04-06 06:52:33+00:00,crypto_user_6394,-1.0,0.0,0.0,1.0,-1.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-05-26 02:42:12+00:00,crypto_user_5431,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC volume declining. Not a good sign.,BTC volume declining. Not a good sign.,2025-05-16 15:34:58+00:00,crypto_user_8903,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-04-23 21:21:30+00:00,crypto_user_2324,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC volume declining. Not a good sign.,BTC volume declining. Not a good sign.,2025-04-21 10:48:57+00:00,crypto_user_5928,-1.0,0.0,0.0,1.0,-1.0,0.5
Monitoring BTC price action. No clear direction yet.,Monitoring BTC price action. No clear direction yet.,2025-04-16 19:26:12+00:00,crypto_user_6709,0.0,0.5,1.0,0.5,0.0,0.5
Monitoring BTC price action. No clear direction yet.,Monitoring BTC price action. No clear direction yet.,2025-05-01 14:45:46+00:00,crypto_user_1456,0.0,0.5,1.0,0.5,0.0,0.5
BTC breaking key support levels. Be careful!,BTC breaking key support levels. Be careful!,2025-05-08 09:58:24+00:00,crypto_user_1477,0.0,0.5,0.0,0.5,0.0,0.5
This BTC rally is just getting started! 🚀,This BTC rally is just getting started! 🚀,2025-04-16 09:54:36+00:00,crypto_user_2900,1.0,1.0,0.0,0.0,1.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-04-07 00:55:06+00:00,crypto_user_1335,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-05-03 16:12:42+00:00,crypto_user_5263,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-16 05:47:05+00:00,crypto_user_5862,0.0,0.5,1.0,0.5,0.0,0.5
Whales dumping BTC. Price manipulation is real.,Whales dumping BTC. Price manipulation is real.,2025-04-01 10:42:59+00:00,crypto_user_6459,-1.0,0.0,0.0,1.0,-1.0,0.5
Accumulating BTC at these levels is a no-brainer.,Accumulating BTC at these levels is a no-brainer.,2025-04-02 19:19:14+00:00,crypto_user_2125,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-25 02:35:12+00:00,crypto_user_8408,0.0,0.5,1.0,0.5,0.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-04-28 01:26:10+00:00,crypto_user_5194,-1.0,0.0,0.0,1.0,-1.0,0.5
New BTC update announced. Impact on price unclear.,New BTC update announced. Impact on price unclear.,2025-04-25 12:16:26+00:00,crypto_user_8112,0.0,0.5,1.0,0.5,0.0,0.5
The future is bright for BTC. New ATH coming soon!,The future is bright for BTC. New ATH coming soon!,2025-05-17 14:56:40+00:00,crypto_user_6527,1.0,1.0,0.0,0.0,1.0,0.5
Comparing BTC to other cryptocurrencies. Mixed results.,Comparing BTC to other cryptocurrencies. Mixed results.,2025-05-10 22:30:16+00:00,crypto_user_2020,0.0,0.5,1.0,0.5,0.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-04-07 18:06:45+00:00,crypto_user_8279,1.0,1.0,0.0,0.0,1.0,0.5
BTC breaking key support levels. Be careful!,BTC breaking key support levels. Be careful!,2025-05-02 06:59:08+00:00,crypto_user_6070,0.0,0.5,0.0,0.5,0.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-04-08 11:55:31+00:00,crypto_user_7628,1.0,1.0,0.0,0.0,1.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-04-17 04:37:19+00:00,crypto_user_2892,0.0,0.5,1.0,0.5,0.0,0.5
BTC volatility has decreased recently. Consolidation phase?,BTC volatility has decreased recently. Consolidation phase?,2025-04-15 01:38:55+00:00,crypto_user_7927,0.0,0.5,1.0,0.5,0.0,0.5
Analyzing BTC on-chain metrics. Data is inconclusive.,Analyzing BTC on-chain metrics. Data is inconclusive.,2025-05-22 02:08:18+00:00,crypto_user_6995,0.0,0.5,1.0,0.5,0.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-05-11 09:42:51+00:00,crypto_user_3819,-1.0,0.0,0.0,1.0,-1.0,0.5
